size(sqft),parking_lot,rooms,price(ksh),year_built
920.0129884,4,3,500000,2014
1040.041602,2,11,159100,2014
1450.116009,2,9,270000,2015
835.0424846,4,6,192200,2015
1050.094932,2,7,143100,2018
2120.141343,4,8,333600,2010
713.3333333,2,6,58300,2019
434.0089406,2,7,466400,2010
822.0786847,1,2,163100,2011
688,1,3,388700,2015
1150.306748,2,1,236100,2015
1164.64181,3,2,209700,2021
840.4966571,4,7,104000,2014
1062.699256,5,4,141000,2018
1651.527663,56,6,216800,2019
1885.119507,4,4,170800,2010
1879.951658,5,6,200600,2010
1245.256985,34,4,353000,2010
985.1033157,3,6,105400,2010
1125.325752,2,7,123600,2023
839.7932817,2,5,112500,2023
1569.037657,3,3,76200,2024
900,2,6,95800,2023
1300,5,4,119400,2022
1345.89502,3,6,213200,2024
1150.049358,4,5,184600,2010
509.673393,5,7,137500,2009
1200,3,7,231300,2010
1334.667048,3,6,217700,2024
1500,2,5,186600,2024
820.8569954,2,1,301000,2023
2269.825507,1,1,251800,2022
963.3911368,3,5,157100,2023
1100.110011,4,8,90100,2023
1069.736842,3,4,387400,2022
1319.078034,4,6,184800,2023
1745.581497,3,4,475000,2023
955.0109308,5,6,194700,2024
1016.463851,3,4,156300,2024
516.1411411,4,3,173600,2023
1902.204319,3,5,206300,2024
2912.517781,2,7,96700,2022
1351.019406,3,4,331300,2021
852.1846917,4,5,500001,2021
1489.909251,3,4,174000,2022
600.0150004,4,5,159500,2021
1013.333333,3,4,400000,2024
2250.269054,5,5,161200,2014
550.1076298,4,2,116600,2014
1219.803875,5,3,68100,2013
1580.49221,3,4,138800,2019
1383.344804,4,3,131700,2019
657.9909343,2,4,208800,2010
1035.24772,4,3,333900,2024
1250,2,6,414800,2023
1800,3,4,82800,2022
739.9577167,4,5,176100,2024
1000,3,3,338000,2010
850.1594049,4,5,275700,2009
1173.862006,5,5,88800,2010
3850.385039,4,3,141200,2024
1123.974373,3,4,116200,2024
1760.057471,4,3,165400,2023
990.5894007,5,4,59200,2022
1230.116649,6,5,186500,2023
964.0666082,4,4,251900,2023
1215.848949,4,5,97300,2022
762.1339751,5,4,312300,2023
970.2850212,3,5,106400,2023
686.0823299,4,5,292200,2024
522.5570458,3,4,309900,2024
900.090009,4,5,68500,2023
600,3,5,195900,2024
1195.652174,2,5,243100,2022
915.4929577,3,3,175000,2021
1200.129744,2,5,60700,2021
1650.696864,3,5,217400,2022
906.2448509,1,4,227900,2021
1512.738854,1,5,220700,2024
2040.066914,2,6,301100,2014
2799.865606,1,4,105000,2014
1350.024546,2,6,81300,2013
2257.394914,1,4,375000,2019
1600,3,6,160000,2019
1200,2,4,275000,2010
980.139283,3,6,360800,2024
923.8728751,2,4,141300,2023
1007.583391,3,5,397000,2024
1525.024262,1,3,279400,2022
958.1208469,3,3,108900,2021
1150.202977,4,5,212200,2021
594.0510035,3,3,135900,2022
1250,4,2,69000,2021
770.156438,2,3,79700,2024
1354.279523,3,5,500001,2014
139285.7143,4,5,231300,2014
1100.196464,3,3,172700,2013
3200,4,3,219900,2019
1106.19469,4,3,64600,2019
888.133031,3,3,445700,2010
1500,4,4,260300,2023
2445.57113,3,4,185000,2023
1152.073733,4,5,500001,2024
1000,2,4,255400,2024
1636.904762,2,3,108800,2023
1300,3,3,208900,2024
2880.460874,2,2,66900,2022
860.2711157,3,2,127900,2021
1500.044119,2,2,500001,2021
560.0617999,3,3,500001,2022
1200.056473,2,4,59400,2021
1350.403367,1,4,170300,2024
2056.484782,1,4,239800,2014
1579.778831,2,4,350000,2014
491.5883767,3,3,195800,2013
1650.165017,3,4,190900,2019
930.0595238,2,5,175700,2019
848.0917935,3,5,137200,2010
1281.901876,2,5,87900,2015
822.8034088,3,4,281500,2014
3600.272453,2,5,434500,2014
1857.142857,4,4,379300,2015
750.0394758,3,3,96000,2015
613.9489194,2,3,224500,2018
1350.074254,2,3,137500,2010
527.4261603,3,3,58800,2019
1209.628644,4,4,500001,2010
1142.743578,2,5,85800,2011
864.1382621,2,5,158500,2015
1545.454545,3,5,101400,2015
550.1222494,4,3,219900,2021
1300.294406,5,4,180700,2014
1100.178891,3,3,173900,2018
636.1727845,5,4,210900,2019
876.6162612,4,3,332500,2010
899.9653859,3,2,302200,2010
709.7497198,4,2,109400,2010
580.0464037,3,3,96400,2010
1590.224305,4,4,184700,2023
1166.180758,3,4,173900,2023
419.9328108,2,3,72100,2024
702.049986,2,4,349600,2023
933.9285714,3,3,99100,2022
825.7237226,2,4,392300,2024
1141.987057,4,4,255800,2010
1381.02472,4,5,162800,2009
745.049029,5,4,247800,2010
1099.958752,3,3,330900,2024
944.1596979,2,3,150000,2024
630.0204757,3,3,140700,2023
918.2292673,4,4,395100,2022
745.1991975,5,4,150800,2023
1050.213325,4,3,150800,2023
1075.066013,5,3,70900,2022
3840,5,4,307400,2023
670.0655499,6,4,91300,2023
1933.356079,4,4,359100,2024
1150.146382,3,4,148000,2024
1165.048544,2,4,303700,2023
594.5945946,4,4,272400,2024
1100.110011,5,4,136200,2022
850.0323206,4,4,196600,2021
857.1918395,5,3,152700,2021
512.0327701,3,2,136400,2022
1021.624383,4,2,179500,2021
1310.211946,2,3,268300,2024
1350.135014,3,4,170700,2014
620.051512,4,5,145300,2014
1285.235561,2,2,156700,2013
1160.092807,2,3,341400,2019
1364.190012,3,1,424000,2019
1927.457508,4,1,163400,2010
990.0990099,3,5,164400,2014
690.0978976,2,6,500001,2013
747.6190476,3,5,453800,2019
2199.792961,4,3,216100,2019
1727.861771,3,6,500001,2010
1489.772289,4,4,104300,2019
1110.185956,2,5,129900,2010
5846.612404,4,3,191000,2010
1152.073733,2,5,142100,2010
1705.081922,1,5,128300,2010
1132.759402,3,5,141800,2023
724.2063492,4,5,240000,2023
908.0226472,2,5,284400,2024
907.0294785,2,4,137500,2023
1706.708678,3,3,173600,2022
1200.234192,2,5,70400,2024
1040.061633,3,1,229100,2010
940.6231628,2,5,203100,2009
1249.902351,3,3,250900,2010
1017.408998,1,2,236500,2024
580.0068236,3,5,143200,2024
850.2024291,2,4,56700,2023
1500,2,5,182800,2022
2245.088868,3,4,175000,2023
661.0439936,3,5,110000,2023
1500,2,4,345700,2022
998.3982915,3,5,340300,2023
820.2833706,4,5,101900,2023
1157.575758,3,5,172200,2024
1099.830795,4,4,193800,2024
675.0536975,3,3,500001,2023
609.059764,4,4,115800,2024
1202.151218,5,3,254700,2022
605.0338819,4,3,134100,2021
1299.378882,5,3,191900,2021
2100.105005,4,4,350000,2022
1245.23507,5,1,363000,2021
650,3,3,177900,2024
2104.967724,2,1,296100,2014
463.6068614,3,1,113900,2014
1356.174161,2,4,198800,2013
2259.059132,3,2,500001,2019
1700.208189,2,4,219700,2019
1632.653061,4,3,500001,2010
860.2150538,5,3,152000,2024
645.9092415,4,3,280100,2023
660.2112676,5,4,390000,2024
704.1072925,4,3,282000,2022
1060.028585,5,4,315200,2021
4200.063001,4,3,156300,2021
1176.668914,3,4,85800,2022
1202.722157,4,3,22500,2021
719.844358,3,5,121600,2024
1705.115346,4,4,366700,2014
602.7727547,2,5,500001,2014
2108.678021,4,4,72600,2013
1327.895286,2,5,500001,2019
1800.327332,3,4,408500,2019
1250,3,1,178300,2010
752.8011204,5,2,358500,2023
1679.731243,3,6,225000,2023
444.308258,5,4,353300,2024
1520.028612,3,5,208500,2024
3186.00475,4,4,213800,2023
2265.202997,5,5,280800,2024
1250,3,3,72900,2022
940.0705053,4,5,500001,2021
1380.042463,5,5,138000,2021
1358.572593,3,4,71900,2022
1399.224806,4,4,80800,2021
730.0884956,5,3,90800,2024
1390.076989,4,5,307400,2014
1094.010755,3,5,239400,2014
870.162583,4,4,258300,2013
1093.142272,5,5,312100,2019
775.0883873,4,4,99100,2019
874.1614149,3,5,71500,2010
1106.83603,6,rooms,92000,2015
1050.030883,7,3,216500,2014
1694.915254,5,4,193200,2014
1735.194266,6,5,115600,2015
2106.430155,4,4,85000,2015
1000,6,6,427700,2018
1300,7,5,248200,2010
450,8,6,274700,2019
1338.613861,7,7,90000,2010
675.024108,9,6,97300,2011
1472.75405,7,7,58400,2015
1104.823498,7,5,67500,2015
1042.752868,7,6,393800,2021
849.8583569,8,4,400700,2014
1400.180668,7,5,500001,2018
1535.21397,8,4,168800,2019
1400,6,6,319100,2010
1791.822772,5,5,137500,2010
1403.253469,7,6,174500,2010
730.052392,5,7,103100,2010
944.8472863,8,8,146500,2023
1983.824203,5,7,500001,2023
655.0218341,9,6,63400,2024
711.6104869,5,7,500001,2023
775.0098853,7,8,433000,2022
1200,5,9,191400,2024
1500.214316,8,8,500001,2010
1050.030883,6,7,182800,2009
440,7,5,87500,2010
1200,5,4,227500,2024
1138.408304,3,5,175900,2024
1398.15014,2,6,323000,2023
1800.411523,2,7,268900,2022
1260.02291,3,5,55900,2023
1270.30404,2,7,144100,2023
1330.008313,3,2,271500,2022
1462.857143,4,4,223100,2023
1472.086966,4,5,288200,2023
625,4,6,337300,2024
1217.100259,3,4,500001,2024
2098.408104,4,5,98900,2023
1150.012778,3,3,462700,2024
1644.245142,5,5,99800,2022
1301.066875,2,5,156200,2021
3004.085556,1,4,165000,2021
1270.110076,1,3,60800,2022
2000,3,4,195000,2021
585.0234009,4,5,60200,2024
1604.464597,3,3,255900,2014
949.9683344,4,5,134100,2014
700.1909612,3,3,95800,2013
1390.176089,2,6,245500,2019
1000,2,5,271400,2019
1300.085251,2,7,243800,2010
577.7777778,2,5,85200,2022
755.1279724,3,3,77700,2021
1021.053143,4,5,175000,2024
2260.39783,4,3,64700,2014
800,5,5,353900,2014
1096.774194,5,3,150000,2013
870.1705534,5,2,142100,2019
829.3370945,5,4,143300,2019
2132.687763,4,3,112500,2010
900.1512859,3,4,42700,2014
1560.062402,3,2,184400,2013
5,3,4,439200,2019
953.5367545,3,4,55000,2019
894.2857143,4,5,253200,2010
641.5490493,5,6,117500,2019
312.9694542,4,4,416800,2010
1373.913043,3,3,300800,2010
1495.016611,4,5,150000,2010
4640.012373,5,7,150000,2010
2050.149819,4,4,176800,2023
2100.084003,4,7,186600,2023
1450.083659,3,5,261800,2024
1200.101061,2,8,68300,2023
3619.047619,2,9,434500,2022
1175.184477,4,6,120100,2024
560.0814664,4,4,131600,2010
1041.214751,5,6,275000,2009
3559.592488,4,7,136600,2010
1528.184081,4,5,214300,2024
875,4,6,92400,2024
1849.894292,3,7,192700,2023
1525.262154,3,8,119600,2022
940.1020682,2,6,197200,2023
649.9059347,3,4,104200,2023
827.2727273,2,6,209900,2022
1400,4,1,132700,2023
665.8211795,5,2,315000,2023
917.0428894,5,3,143400,2024
938.2749145,4,3,278900,2024
689.1271057,5,2,302000,2023
1349.007516,3,3,102000,2024
1815.352697,3,4,80300,2022
610.0316313,2,3,81300,2021
955.0760524,3,7,98000,2021
630.169358,4,8,500001,2022
850.0590319,4,9,234800,2021
1144.006101,3,6,254600,2024
529.1651402,4,7,99600,2014
1100,2,5,102900,2014
1150.0069,2,7,143800,2013
765.3061224,1,4,150000,2019
1400.180668,1,5,150000,2019
1150.139882,2,3,173400,2010
1250,1,4,262300,2024
679.9637353,3,2,276800,2023
1499.115044,1,6,122500,2024
1185.037122,1,7,230200,2022
1400.203666,3,6,66500,2021
1179.856115,3,7,364000,2021
660.0452602,4,5,113500,2022
2350.813743,3,4,170500,2021
2118.644068,2,6,287600,2024
582.9204314,2,4,195700,2014
1585.571301,3,3,231300,2014
1084.90566,4,2,183200,2013
675.3106429,4,4,118800,2019
1120,2,3,450000,2019
680.0518135,4,5,144800,2010
1380.042463,2,3,85800,2023
1200,4,6,70800,2023
353.423793,2,3,101500,2024
1300,4,6,500001,2024
1934.547799,3,1,175000,2023
2105.263158,3,2,72100,2024
881.151945,4,3,335900,2022
2413.290586,4,2,129800,2021
1500.028847,4,4,54400,2021
1912.508244,4,3,248500,2022
84727.27273,2,5,127300,2021
1664,4,4,405400,2024
975.8477677,2,6,91700,2014
365.7357374,1,5,175000,2014
570.1615458,3,3,277600,2013
1201.000834,4,4,100500,2019
900,3,2,232100,2019
1380.295098,2,3,163900,2010
1350.101185,4,5,288500,2015
1363.171646,3,4,140400,2014
1372.055797,4,5,140200,2014
1550.202719,2,3,201900,2015
1339.972838,4,5,156500,2015
1487.634042,3,6,336400,2018
1899.441341,3,7,151000,2010
1455.692364,2,5,246100,2019
939.6914446,2,7,120200,2010
1100.803958,4,5,92700,2011
615.0405368,1,7,126400,2015
824.9027237,2,5,170900,2015
590.1173125,2,7,154500,2021
1150.180743,2,5,94300,2014
969.3053312,4,3,184200,2018
697.0418225,3,5,244900,2019
1616.213443,3,7,500000,2010
795.1653944,2,6,73100,2010
1020.197857,2,7,99100,2010
1640.740741,4,8,137500,2010
1308,1,6,132600,2023
2311.111111,2,7,287500,2023
2300.172513,2,8,103100,2024
3021.80013,2,4,340700,2023
975.3242953,3,5,174500,2022
3262.158956,4,3,250000,2024
918.1020474,2,5,68600,2010
1140.017539,1,4,475000,2009
922.045264,3,5,85000,2010
845.8873761,4,6,327500,2024
1611.08426,3,4,56700,2024
1385.165326,2,6,128100,2023
1275,3,4,500001,2022
744.7402718,4,3,500001,2023
782.3784304,3,5,188600,2023
1500,2,6,164200,2022
1275.331936,3,4,87500,2023
1387.5,2,6,112800,2023
1265.022138,4,4,249400,2024
1600,3,3,275000,2024
1880.321665,4,5,215700,2023
884.1407257,2,6,99300,2024
1044.932079,1,4,340900,2022
2286.928268,2,3,450000,2021
1426.024955,3,2,181300,2021
2249.718785,4,2,161300,2022
1685.224195,3,4,106300,2021
1097.464342,2,2,148400,2024
6373.486297,3,4,272900,2014
639.0100416,4,2,167800,2014
617.0118995,3,2,500001,2013
1140.303359,2,3,64900,2019
1355.761988,3,4,102700,2019
1649.87843,4,5,500001,2010
1250,3,4,72200,2024
2325.581395,2,5,301100,2023
1073.519844,4,3,116300,2022
1150.062353,3,6,112500,2024
750.0750075,2,3,452100,2010
1121.076233,3,6,137500,2009
1323.591698,2,3,500001,2010
1205.545509,2,5,103400,2024
2485.34285,3,3,194400,2024
3444.316877,3,4,225000,2023
964.6628757,4,5,153800,2022
849.9885137,3,3,271100,2023
1660.93929,2,5,146900,2023
550.0113404,2,3,237800,2022
1295.022258,1,5,113700,2023
1852.224683,2,3,47500,2023
1639.045409,1,4,255200,2024
920.1543485,2,3,156400,2024
1609.44206,1,4,135800,2023
918.0628873,2,4,277300,2024
395.0439935,1,3,345800,2022
1047.036082,2,3,329700,2021
914.7457007,3,2,500001,2021
1011.041639,3,5,253300,2022
1225.061253,4,5,137500,2021
1449.921927,3,3,126800,2024
1448.131443,4,5,92400,2014
1255.158184,3,2,203200,2014
975.0812568,4,4,273700,2013
602.6214031,2,3,95800,2019
1395.348837,3,4,186800,2019
1091.791347,4,2,289500,2010
1049.901186,2,1,290400,2024
598.1595092,4,2,192900,2023
1229.773463,1,1,318500,2024
1030.284109,3,2,182300,2022
1724.137931,2,3,85200,2021
1282.728801,4,1,312500,2021
742.0048972,2,2,128800,2022
586.9947276,1,1,98300,2021
1500,2,1,88000,2024
1169.916435,1,4,275000,2014
1573.818717,3,2,187500,2014
790.0334245,1,4,146800,2013
2355.072464,4,1,103100,2019
1100.034376,3,3,172300,2019
1200.087279,4,"Furnished 3bdrm Apartment in Hatheru Road, Lavington for Rent",95000,2010
1081.402006,2,3,150100,2023
1941.176471,3,4,79900,2023
629.0099384,2,5,417000,2024
1149.802891,4,6,161500,2024
1383.535923,2,7,68100,2023
1526.470588,furnished-2bdrm-block-of-flats-in-premier-malindi-for-rent,3,268200,2024
781.0413885,3,6,168300,2022
1600,2,8,254800,2021
846.7085369,1,7,181500,2021
1300,2,8,241700,2022
1100.244499,6,6,96700,2021
1100.296234,5,7,133700,2024
1226.857015,4,5,99500,2014
1230.213829,3,7,226300,2014
1162.913627,2,4,121900,2013
944.8035803,1,5,183800,2019
680.0870511,3,3,86600,2019
810.0810081,4,3,100100,2010
950.0745156,5,11,278200,2015
1075.351409,3,9,206800,2014
1260.080645,4,6,208100,2014
1211.895218,6,7,224700,2015
1616.062684,5,8,213400,2015
700.1166861,3,6,158300,2018
1291.711518,2,7,79400,2010
1029.962547,3,2,83800,2019
1050.119332,4,3,87500,2010
1100.025582,3,1,172400,2011
950,2,2,125000,2015
1602.30074,2,7,163500,2015
1854.905194,1,4,117300,2021
315.0481838,2,6,231900,2014
929.5531505,3,4,294000,2018
989.9208063,4,6,221300,2019
906.25,5,4,218100,2010
1862.421147,6,6,177400,2010
950.0577738,5,7,253800,2010
2050.230651,6,5,132000,2010
1920,4,3,134700,2023
960.0698233,4,6,110400,2023
944.9811004,3,4,200000,2024
2085.195115,4,6,47500,2023
1450.230719,3,5,331300,2022
2200.488998,4,7,131900,2024
900.090009,3,7,99000,2010
1364.213198,4,6,90600,2009
2000,3,5,111800,2010
1300.213468,3,1,174200,2024
800,3,1,191700,2024
600,3,5,295300,2023
850.2772643,2,8,143500,2022
416.4300587,2,4,158000,2023
1180.637544,3,6,70600,2023
484.6858225,2,4,225000,2022
1200.097967,3,6,94700,2023
49.80079681,2,4,225700,2023
1188.461538,3,3,243200,2024
2279.792746,1,5,215000,2024
1096.950387,2,7,273200,2023
629.9212598,2,4,274300,2024
1421.351864,3,5,172300,2022
990.2624195,3,4,157700,2021
1850,3,5,94200,2021
1200.154859,4,4,80000,2022
1300.020313,3,5,271400,2021
1160.092807,4,2,327300,2024
1188.636634,2,3,277800,2014
1562.124489,2,4,204800,2014
2278.390886,4,3,172500,2013
1250,2,4,500001,2019
1709.077098,4,3,158300,2019
1648.275862,2,6,182700,2010
1550.19685,2,4,239900,2014
909.6774194,1,5,95800,2013
1762.891141,1,3,258300,2019
816.1599674,2,5,239700,2019
575.0569067,3,5,120700,2010
625,4,3,125700,2019
685.9494684,5,4,500001,2010
1010.88647,6,3,269800,2010
428.1155133,4,4,127500,2010
1348.717949,5,5,256000,2010
1179.801793,5,4,500001,2023
896.6801117,3,5,227100,2023
799.0747555,2,4,112500,2024
2000,2,5,225000,2023
2025.052192,3,5,112700,2022
1025.190393,2,4,160800,2024
899.6937213,5,5,354200,2010
613.0268199,3,5,195400,2009
1491.712707,4,5,412300,2010
1721.355568,5,3,150900,2024
1503.225806,3,5,93600,2024
1301.385593,3,5,500001,2023
1395.089286,2,4,232000,2022
1015.531661,2,5,234900,2023
880.0396018,1,6,368100,2023
2690.954254,3,4,182900,2022
670.0416915,4,6,316000,2023
1235.087719,3,4,75200,2023
1620.2742,4,6,91500,2024
650.1182033,3,4,137200,2024
1185.034705,5,6,455500,2023
572.0228809,3,4,103200,2024
1747.056589,4,5,140600,2022
350.009052,3,3,112500,2021
1505.26844,2,3,78000,2021
1272.827892,3,5,94600,2022
3899.835796,4,3,239900,2021
649.0599821,3,2,166700,2024
1005.137369,4,3,500001,2014
1235.037051,3,5,261000,2014
3278.03432,5,5,221000,2013
570.077172,4,3,245200,2019
750,5,3,500001,2019
1050.262566,3,3,144600,2010
1897.810219,4,3,500001,2024
1715.039578,2,4,147500,2023
600,4,4,279400,2024
584.0191134,2,5,95800,2022
471.0113899,3,4,225000,2021
968.75,4,3,156300,2021
1395.131086,3,3,232100,2022
975.2925878,4,2,152500,2021
494.7242684,5,2,139500,2024
601.0016694,4,2,99200,2014
620.0268678,3,3,278300,2014
574.5475438,4,4,226900,2013
600.1655629,5,4,122300,2019
325.9191492,6,4,134600,2019
1605.010765,4,4,100000,2010
1055.743243,4,3,372600,2023
909.0909091,5,4,247800,2023
1362.112322,3,5,64100,2024
699.4963626,4,5,269400,2024
1450.116009,3,5,164600,2023
605.9938299,4,4,75000,2024
1454.898157,3,5,84800,2022
2500,2,4,333800,2021
900.2057613,3,3,97500,2021
962.0068193,2,3,158300,2022
1583.614865,3,3,89600,2021
1260.869565,1,3,213800,2024
1567.132571,1,4,121300,2014
353.0349618,2,5,111100,2014
667.0001668,1,5,159400,2013
1255.88697,2,5,120200,2019
1250,1,3,134400,2019
1462.293712,3,4,175000,2010
1250,2,3,343100,2015
1020.122974,3,4,72700,2014
2320.269296,2,3,205500,2014
813.1241084,3,2,143500,2015
1838.685952,1,2,226100,2015
1487.910725,3,3,248600,2018
899.8435055,4,4,178100,2010
1139.864449,3,4,180400,2019
882.0845585,4,3,177900,2010
1600,2,4,88700,2011
649.4498778,3,3,151000,2015
759.8784195,4,4,168900,2015
905.0823857,3,4,174300,2021
1523.925632,4,5,79700,2014
650.0956023,4,4,163600,2018
2350.42735,3,3,241200,2019
1417.23356,4,3,103400,2010
1353.046595,3,3,115400,2010
1616.37931,4,4,155000,2010
1363.928113,2,4,456900,2010
1735.00137,2,3,339200,2023
1380.260521,3,3,79800,2023
1099.975556,2,4,500001,2024
750,3,4,91600,2023
851.5815085,2,4,154200,2022
862.5026953,3,4,125000,2024
2199.736032,2,4,212800,2010
1151.979089,1,4,500001,2009
1000,1,4,173300,2010
825.0068751,2,4,157700,2024
1350.048216,3,3,173900,2024
1365.999824,3,2,222700,2023
3358.670674,2,2,161700,2022
1341.136308,3,3,210300,2023
1157.024793,2,4,250000,2023
1100.28293,3,5,257900,2022
725.8298655,2,2,142600,2023
449.9943751,4,3,468800,2023
2100.105005,3,1,309700,2024
950.0146156,2,1,152900,2024
2104.457624,2,5,221600,2023
1125,3,6,500001,2024
553.531147,4,5,157300,2022
1120.071685,2,3,95500,2021
939.0773565,2,6,282200,2021
600,3,4,348300,2022
849.8583569,4,5,83200,2021
1449.650531,5,3,255900,2024
1714.285714,3,5,170000,2014
1940.298507,5,5,246900,2014
1163.050772,4,5,139300,2013
749.9525346,3,5,270800,2019
1079.365079,4,5,100000,2019
1359.084406,3,4,233000,2010
630.169358,4,3,500001,2022
1181.055864,3,5,244700,2021
2277.142857,2,1,139000,2024
1157.050293,2,5,290100,2014
1091.314031,3,3,142500,2014
900,2,2,93200,2013
1265.08369,4,5,130700,2019
1876.696394,4,4,112500,2019
3299.967,5,5,91600,2010
784.64923,3,4,268500,2014
850,2,5,292300,2013
1288.888889,3,4,135800,2019
1156.069364,4,5,364300,2019
1400.098831,5,5,181300,2010
574.1387918,4,5,340400,2019
3214.613736,5,4,245900,2010
1395.149174,5,3,208000,2010
650.0847937,6,4,227100,2010
3400.309119,4,3,234500,2010
2375,3,3,367400,2023
3600.036,2,3,73100,2023
2666.666667,4,4,151500,2024
980.0490025,5,1,123200,2023
1079.913607,4,3,225000,2022
1875.498803,5,1,209300,2024
1410.324641,3,1,56000,2010
930.0444804,4,4,500001,2009
1352.459016,2,2,47700,2010
1402.196775,3,4,355600,2024
2243.060765,4,3,210000,2024
539.3939394,2,3,176900,2023
5284.194838,2,3,87500,2022
758.0500894,3,4,195000,2023
1100.196464,4,3,93100,2023
1210.202942,3,4,276700,2022
1596.365199,2,3,174400,2023
654.0118041,3,4,393900,2023
1412.133891,4,3,183500,2024
824.8880509,3,5,216000,2024
1435.03698,4,4,204800,2023
1077.145935,2,5,168600,2024
1563.155686,4,4,209300,2022
700.1321004,2,5,249600,2021
1025.056948,1,4,347300,2021
538.1855459,3,1,221900,2022
1650.165017,4,2,199300,2021
1525.262154,2,6,409600,2024
1151.877133,2,4,125700,2014
1299.145299,3,5,269500,2014
1500.176491,2,4,99600,2013
1087.12533,3,5,68100,2019
2491.064659,2,3,500001,2019
1800.25047,3,5,212900,2010
1030.029316,1,5,150000,2024
3006.409893,3,4,184100,2023
1350.114416,2,4,87500,2024
1200,2,3,198300,2022
3409.936348,3,5,360600,2021
1100.173712,3,5,226400,2021
1520.064856,2,4,245700,2022
1822.157434,3,5,98000,2021
927.1523179,4,4,104200,2024
901.9040196,3,5,134100,2014
1108.021077,4,rooms,145200,2014
2572.729072,3,3,338400,2013
644.0382942,4,4,170800,2019
1230.269266,5,5,450000,2019
1100.110011,4,4,137500,2010
2004.454343,5,6,437100,2023
2905.190234,4,5,52800,2023
1300.148588,5,6,500001,2024
1105.108055,3,7,214800,2024
1046.963805,2,6,234900,2023
650.0541712,3,7,228800,2024
778.0659504,2,5,178100,2022
1313.197636,3,6,154800,2021
1286.486486,2,4,169200,2021
4158.580538,4,5,350000,2022
886.9179601,5,4,381800,2021
1350.256549,4,6,171400,2024
1802.631579,5,5,411500,2014
1425.047958,4,6,95300,2014
2146.666667,5,7,166300,2013
700.0297885,4,8,105600,2019
1170.177198,3,7,40000,2019
1400.124456,4,6,500001,2010
949.9136442,3,7,212800,2015
849.9386155,4,8,79200,2014
693.131695,2,9,240500,2014
1600,4,8,164400,2015
905.0609531,2,7,179500,2015
1466.27566,3,5,244000,2018
1180.132279,3,4,170800,2010
1720.079667,5,5,115300,2019
1100.060277,3,6,170300,2010
324.0564239,5,7,182400,2011
660.0277906,3,5,266300,2015
1160,4,7,194500,2015
648.5714286,5,2,217900,2021
1504.651163,3,4,294100,2014
1000,4,5,457400,2018
1200.129744,5,6,157800,2019
1300.108342,3,4,275700,2010
994.8415623,4,5,183700,2010
1200.252685,5,3,128800,2010
107.0005083,4,5,187500,2010
2250.225023,3,5,90600,2023
1700.457816,4,4,253800,2023
1733.232856,5,3,287800,2024
985.0368216,4,4,388300,2023
2636.976267,3,5,157800,2022
1175.088132,6,3,116300,2024
1448.37575,7,5,500001,2010
1164.835165,5,3,217800,2009
773.3333333,6,6,111300,2010
858.2524272,4,5,375000,2024
844.4714459,6,7,52500,2024
635.021432,7,5,156500,2023
900,8,3,130000,2022
643.2604959,7,5,133000,2023
1733.625517,9,3,168700,2023
252.009263,7,5,58200,2022
400,5,3,123900,2023
1619.989017,7,2,199200,2023
1934.826884,8,4,176900,2024
2341.920375,7,3,450000,2024
1291.732909,8,4,134100,2023
955.0490258,6,2,152400,2024
1242.236025,5,4,143800,2022
949.9136442,7,4,175800,2021
700.1909612,5,5,425000,2021
1636.125654,8,6,186800,2022
1208.163265,5,4,99200,2021
800,9,3,250400,2024
1562.757032,5,5,455400,2014
1700.102006,7,7,154600,2014
549.0337728,5,4,121300,2013
2641.90217,8,7,245100,2019
530.0018929,6,5,44800,2019
2710.0271,7,8,139100,2010
1350.256549,5,9,106300,2024
1660.068957,3,6,171600,2023
908.1861159,2,4,108800,2022
745.7322552,2,6,328700,2024
1250,3,7,419200,2010
838.1351493,2,5,103000,2009
3350.744062,3,6,86400,2010
800,4,7,358700,2024
2501.954652,4,8,92600,2024
1221.072437,4,6,119900,2023
2100.350058,3,4,89000,2022
2115.003305,4,6,271900,2023
676.9230769,3,1,187000,2023
755.033557,5,2,134400,2022
374.0340031,2,3,140400,2023
1080.246914,1,3,321600,2023
597.1534653,1,2,42500,2024
1980.19802,3,3,167400,2024
820.802005,4,4,80300,2023
887.8787879,3,3,102300,2024
712.1057986,4,7,292600,2022
2080,3,8,101700,2021
1026.15359,2,9,155000,2021
1124.903026,2,6,394400,2022
1266.506603,2,7,124900,2021
748,2,5,450000,2024
2170.20617,3,7,99700,2014
932.0175439,4,4,421600,2014
1682.894579,4,5,234400,2013
1195.090439,5,3,275000,2019
775.1091703,5,4,159400,2019
1150.234742,5,2,130700,2010
750.0144234,5,6,88000,2024
2586.578531,4,7,193800,2023
1166.407465,3,6,102400,2024
1521.1439,3,7,70400,2022
1040.066186,3,5,483300,2021
1829.92465,3,4,174000,2021
1150.369762,4,6,156000,2022
1530.891197,5,4,174500,2021
1495.056667,4,3,158900,2024
898.1058132,3,2,500001,2014
1190.059503,4,4,76600,2014
1056.059139,5,3,183700,2013
950.04597,4,5,87700,2019
852.9188779,4,3,245800,2019
1104.09398,3,6,147200,2010
1250,2,3,177500,2023
610.0422337,2,6,145600,2023
1600.365798,4,1,158800,2024
800,4,2,158200,2024
618.0932759,5,3,161600,2023
928.135773,4,2,318900,2024
820.0040494,4,4,171000,2022
970.0636278,4,3,500001,2021
949.5077802,3,5,470000,2021
